EmployeeNumber,Age,Department,OverTime,Nivel_Risco,Probabilidade
17185,54,Research & Development,No,🟢 BAIXO,0.2760887
5600,38,Human Resources,No,🟢 BAIXO,0.27608493
17011,47,Sales,No,🟢 BAIXO,0.27607897
10263,20,Research & Development,No,🟢 BAIXO,0.2760649
47820,40,Research & Development,No,🟢 BAIXO,0.2760396
17631,21,Sales,No,🟢 BAIXO,0.27603886
25778,41,Research & Development,No,🟢 BAIXO,0.2760348
15691,32,Sales,No,🟢 BAIXO,0.2760314
5698,41,Sales,No,🟢 BAIXO,0.2760273
21491,29,Research & Development,No,🟢 BAIXO,0.2760174
44182,57,Research & Development,No,🟢 BAIXO,0.27601603
34821,22,Research & Development,No,🟢 BAIXO,0.27600387
27424,22,Research & Development,No,🟢 BAIXO,0.27599213
44399,22,Research & Development,No,🟢 BAIXO,0.27596825
19216,44,Sales,No,🟢 BAIXO,0.2759396
15477,26,Sales,Yes,🟢 BAIXO,0.27593672
48929,31,Research & Development,No,🟢 BAIXO,0.27591288
14300,21,Human Resources,Yes,🟢 BAIXO,0.27591193
36251,29,Sales,No,🟢 BAIXO,0.27591035
45292,43,Sales,No,🟢 BAIXO,0.27589178
31171,45,Sales,No,🟢 BAIXO,0.2758725
5454,52,Sales,No,🟢 BAIXO,0.2758721
38003,32,Human Resources,No,🟢 BAIXO,0.27587053
25700,39,Research & Development,No,🟢 BAIXO,0.275866
24563,18,Sales,No,🟢 BAIXO,0.27586374
46620,55,Research & Development,No,🟢 BAIXO,0.27580425
4369,19,Research & Development,No,🟢 BAIXO,0.27577978
45803,39,Research & Development,No,🟢 BAIXO,0.27577826
3104,36,Research & Development,No,🟢 BAIXO,0.2757728
4797,29,Sales,No,🟢 BAIXO,0.2757708
2852,31,Research & Development,No,🟢 BAIXO,0.27576983
41243,21,Research & Development,No,🟢 BAIXO,0.27572948
36031,49,Research & Development,Yes,🟢 BAIXO,0.2757274
30859,53,Research & Development,No,🟢 BAIXO,0.27570778
22654,25,Sales,No,🟢 BAIXO,0.2756822
17594,32,Human Resources,No,🟢 BAIXO,0.27567604
32115,18,Research & Development,No,🟢 BAIXO,0.27563456
26196,41,Sales,No,🟢 BAIXO,0.27562222
31097,44,Research & Development,No,🟢 BAIXO,0.27562094
14096,48,Sales,No,🟢 BAIXO,0.2756034
23434,19,Sales,No,🟢 BAIXO,0.2755913
39952,33,Sales,No,🟢 BAIXO,0.27558416
44002,36,Research & Development,No,🟢 BAIXO,0.27558416
12893,55,Research & Development,No,🟢 BAIXO,0.27555755
22987,45,Human Resources,No,🟢 BAIXO,0.2755531
33473,46,Research & Development,No,🟢 BAIXO,0.27555186
40873,28,Sales,No,🟢 BAIXO,0.27554533
20795,40,Research & Development,No,🟢 BAIXO,0.2755441
6417,20,Research & Development,No,🟢 BAIXO,0.2755353
37693,37,Research & Development,No,🟢 BAIXO,0.27553403
28084,48,Research & Development,No,🟢 BAIXO,0.27551952
16877,57,Research & Development,No,🟢 BAIXO,0.27549723
7946,40,Sales,No,🟢 BAIXO,0.27549684
25359,57,Research & Development,No,🟢 BAIXO,0.27548948
33446,52,Research & Development,No,🟢 BAIXO,0.27548507
11702,26,Research & Development,No,🟢 BAIXO,0.2754219
39412,41,Research & Development,No,🟢 BAIXO,0.27541688
1358,26,Research & Development,No,🟢 BAIXO,0.27540877
5814,21,Sales,No,🟢 BAIXO,0.27540773
12059,19,Sales,No,🟢 BAIXO,0.27540278
17691,31,Research & Development,No,🟢 BAIXO,0.27538887
41414,37,Research & Development,No,🟢 BAIXO,0.27536646
1443,29,Research & Development,No,🟢 BAIXO,0.27534756
22914,25,Research & Development,No,🟢 BAIXO,0.27533948
25310,50,Sales,Yes,🟢 BAIXO,0.2753388
37281,44,Research & Development,No,🟢 BAIXO,0.27532685
37262,46,Research & Development,No,🟢 BAIXO,0.27527907
25152,36,Research & Development,No,🟢 BAIXO,0.27526823
21518,27,Human Resources,No,🟢 BAIXO,0.27523273
10654,57,Research & Development,No,🟢 BAIXO,0.27522618
13154,37,Research & Development,Yes,🟢 BAIXO,0.27521288
15663,38,Research & Development,No,🟢 BAIXO,0.27521
43868,37,Human Resources,No,🟢 BAIXO,0.2752094
44215,55,Research & Development,Yes,🟢 BAIXO,0.27520368
10752,22,Sales,No,🟢 BAIXO,0.27518255
2565,40,Research & Development,No,🟢 BAIXO,0.2751681
48234,21,Sales,No,🟢 BAIXO,0.27512026
5931,25,Research & Development,No,🟢 BAIXO,0.2751173
40695,50,Research & Development,No,🟢 BAIXO,0.275104
44063,31,Research & Development,No,🟢 BAIXO,0.2750885
19320,27,Research & Development,No,🟢 BAIXO,0.27507508
9997,30,Human Resources,No,🟢 BAIXO,0.2750713
12455,40,Research & Development,No,🟢 BAIXO,0.27506348
1005,42,Sales,No,🟢 BAIXO,0.27504584
604,59,Research & Development,No,🟢 BAIXO,0.27503473
45596,18,Research & Development,No,🟢 BAIXO,0.27502468
16870,41,Research & Development,No,🟢 BAIXO,0.27502227
9234,18,Sales,No,🟢 BAIXO,0.27499178
16422,21,Research & Development,No,🟢 BAIXO,0.27498266
46849,32,Human Resources,No,🟢 BAIXO,0.27497676
48662,39,Human Resources,No,🟢 BAIXO,0.27496818
46592,42,Sales,No,🟢 BAIXO,0.27496487
39054,49,Sales,No,🟢 BAIXO,0.27495092
1154,27,Research & Development,No,🟢 BAIXO,0.2749165
41361,42,Research & Development,No,🟢 BAIXO,0.27490842
25237,22,Sales,No,🟢 BAIXO,0.27490437
33274,53,Research & Development,Yes,🟢 BAIXO,0.27488908
6886,43,Research & Development,No,🟢 BAIXO,0.274885
5657,42,Research & Development,No,🟢 BAIXO,0.27488115
30234,38,Research & Development,No,🟢 BAIXO,0.2748769
47199,47,Sales,No,🟢 BAIXO,0.27486342
26985,40,Human Resources,No,🟢 BAIXO,0.27482826
11690,26,Human Resources,No,🟢 BAIXO,0.27482402
18367,51,Sales,No,🟢 BAIXO,0.2748046
48513,39,Research & Development,No,🟢 BAIXO,0.27478206
42219,27,Sales,No,🟢 BAIXO,0.27477697
25590,58,Human Resources,No,🟢 BAIXO,0.27477425
47541,45,Sales,No,🟢 BAIXO,0.27476713
15981,27,Sales,No,🟢 BAIXO,0.2747579
15455,31,Human Resources,No,🟢 BAIXO,0.27474067
3204,32,Research & Development,No,🟢 BAIXO,0.2747406
11151,27,Research & Development,No,🟢 BAIXO,0.2747174
22236,46,Sales,No,🟢 BAIXO,0.27471098
39498,47,Research & Development,No,🟢 BAIXO,0.27470973
26448,50,Research & Development,No,🟢 BAIXO,0.274685
37730,50,Human Resources,No,🟢 BAIXO,0.27467936
351,39,Research & Development,No,🟢 BAIXO,0.2746683
27264,37,Research & Development,No,🟢 BAIXO,0.27465326
5103,26,Sales,No,🟢 BAIXO,0.27464882
44497,21,Research & Development,No,🟢 BAIXO,0.27460432
32899,43,Research & Development,No,🟢 BAIXO,0.27456304
28762,29,Sales,No,🟢 BAIXO,0.27456173
13572,57,Sales,No,🟢 BAIXO,0.27453128
40276,23,Sales,No,🟢 BAIXO,0.2745276
47768,44,Research & Development,No,🟢 BAIXO,0.2745119
47977,37,Research & Development,No,🟢 BAIXO,0.27450386
37589,52,Sales,Yes,🟢 BAIXO,0.27450082
35355,34,Sales,No,🟢 BAIXO,0.27448875
12354,47,Research & Development,No,🟢 BAIXO,0.27447486
48580,32,Research & Development,No,🟢 BAIXO,0.27447382
21941,54,Research & Development,No,🟢 BAIXO,0.27447084
10576,19,Human Resources,Yes,🟢 BAIXO,0.2744581
27227,50,Research & Development,No,🟢 BAIXO,0.27445564
16988,35,Human Resources,No,🟢 BAIXO,0.2744514
32218,34,Research & Development,No,🟢 BAIXO,0.27444327
37805,18,Research & Development,No,🟢 BAIXO,0.27443773
10674,50,Research & Development,No,🟢 BAIXO,0.27443185
37562,55,Research & Development,Yes,🟢 BAIXO,0.27443087
45127,29,Research & Development,No,🟢 BAIXO,0.2744187
16589,46,Human Resources,No,🟢 BAIXO,0.2744091
37311,47,Sales,No,🟢 BAIXO,0.27439803
7945,58,Research & Development,No,🟢 BAIXO,0.27438766
30992,47,Research & Development,No,🟢 BAIXO,0.27438673
26090,57,Research & Development,Yes,🟢 BAIXO,0.2743815
9225,36,Human Resources,No,🟢 BAIXO,0.2743665
33053,20,Research & Development,No,🟢 BAIXO,0.27430934
24422,48,Research & Development,No,🟢 BAIXO,0.2742737
46084,40,Research & Development,No,🟢 BAIXO,0.27426797
44216,44,Research & Development,No,🟢 BAIXO,0.27426773
4707,34,Sales,No,🟢 BAIXO,0.2742531
18073,32,Research & Development,No,🟢 BAIXO,0.27424553
9674,54,Research & Development,No,🟢 BAIXO,0.27423304
27274,18,Research & Development,No,🟢 BAIXO,0.2742214
29613,51,Research & Development,No,🟢 BAIXO,0.27420148
13838,25,Research & Development,No,🟢 BAIXO,0.2741782
43306,41,Sales,No,🟢 BAIXO,0.27417317
22311,39,Sales,No,🟢 BAIXO,0.27416408
37139,49,Research & Development,No,🟢 BAIXO,0.27414685
36009,41,Research & Development,No,🟢 BAIXO,0.27414358
32999,38,Research & Development,No,🟢 BAIXO,0.27413836
3264,24,Human Resources,No,🟢 BAIXO,0.27412692
48840,48,Research & Development,No,🟢 BAIXO,0.27411306
2245,50,Research & Development,Yes,🟢 BAIXO,0.27410716
31088,26,Research & Development,No,🟢 BAIXO,0.2741042
48501,48,Research & Development,No,🟢 BAIXO,0.27409542
22941,28,Research & Development,No,🟢 BAIXO,0.27409527
3153,49,Sales,No,🟢 BAIXO,0.27409482
46493,52,Sales,No,🟢 BAIXO,0.2740914
20568,56,Human Resources,No,🟢 BAIXO,0.27408996
46157,55,Research & Development,No,🟢 BAIXO,0.2740391
17825,24,Research & Development,No,🟢 BAIXO,0.27400744
1369,52,Sales,Yes,🟢 BAIXO,0.2740009
41667,48,Sales,No,🟢 BAIXO,0.27396706
3345,53,Research & Development,No,🟢 BAIXO,0.27396578
44218,58,Research & Development,Yes,🟢 BAIXO,0.27395067
679,47,Research & Development,No,🟢 BAIXO,0.27393785
10579,20,Sales,No,🟢 BAIXO,0.27393457
42242,49,Research & Development,No,🟢 BAIXO,0.27393344
21737,25,Research & Development,No,🟢 BAIXO,0.27391514
14263,36,Research & Development,No,🟢 BAIXO,0.27390257
34777,19,Human Resources,No,🟢 BAIXO,0.27389565
41586,40,Research & Development,No,🟢 BAIXO,0.2738839
13912,54,Sales,No,🟢 BAIXO,0.27388012
34578,30,Research & Development,No,🟢 BAIXO,0.27386746
48857,32,Research & Development,No,🟢 BAIXO,0.27385616
6053,54,Research & Development,No,🟢 BAIXO,0.27384976
36707,21,Research & Development,No,🟢 BAIXO,0.27383232
10886,41,Research & Development,No,🟢 BAIXO,0.27382985
37305,20,Research & Development,No,🟢 BAIXO,0.2738234
38946,48,Research & Development,No,🟢 BAIXO,0.2738094
22450,41,Research & Development,No,🟢 BAIXO,0.2738068
44026,19,Research & Development,No,🟢 BAIXO,0.273788
26893,27,Research & Development,No,🟢 BAIXO,0.27377376
22289,22,Sales,No,🟢 BAIXO,0.2737563
20295,59,Sales,Yes,🟢 BAIXO,0.27373037
1740,53,Sales,Yes,🟢 BAIXO,0.27372047
42308,19,Sales,No,🟢 BAIXO,0.2737065
40362,35,Sales,No,🟢 BAIXO,0.2736964
40455,26,Sales,No,🟢 BAIXO,0.27368987
30232,30,Sales,No,🟢 BAIXO,0.27367073
17162,42,Research & Development,No,🟢 BAIXO,0.27364892
13983,47,Research & Development,No,🟢 BAIXO,0.27364704
40555,54,Research & Development,No,🟢 BAIXO,0.2736411
24574,55,Research & Development,No,🟢 BAIXO,0.2736397
13977,55,Research & Development,No,🟢 BAIXO,0.2736355
34287,27,Research & Development,No,🟢 BAIXO,0.273624
17553,26,Research & Development,No,🟢 BAIXO,0.2736177
413,38,Research & Development,No,🟢 BAIXO,0.27361596
11310,58,Human Resources,No,🟢 BAIXO,0.27360323
49391,47,Sales,No,🟢 BAIXO,0.27359232
868,53,Human Resources,No,🟢 BAIXO,0.27358755
24905,57,Sales,No,🟢 BAIXO,0.27358434
3558,27,Research & Development,No,🟢 BAIXO,0.27355298
23666,44,Human Resources,No,🟢 BAIXO,0.27354336
20913,24,Research & Development,No,🟢 BAIXO,0.2735254
10824,19,Sales,No,🟢 BAIXO,0.27351534
527,57,Research & Development,No,🟢 BAIXO,0.27349153
26671,53,Research & Development,No,🟢 BAIXO,0.27348477
9785,46,Research & Development,No,🟢 BAIXO,0.2734837
31960,34,Human Resources,No,🟢 BAIXO,0.27348346
47454,48,Human Resources,No,🟢 BAIXO,0.27346697
26792,25,Sales,No,🟢 BAIXO,0.27346146
9718,53,Human Resources,No,🟢 BAIXO,0.2734536
6779,46,Sales,No,🟢 BAIXO,0.27344337
10931,36,Research & Development,No,🟢 BAIXO,0.27342197
12428,51,Research & Development,No,🟢 BAIXO,0.27339303
45930,37,Research & Development,No,🟢 BAIXO,0.27338877
45795,56,Research & Development,No,🟢 BAIXO,0.27338636
43697,45,Sales,No,🟢 BAIXO,0.27336898
5677,59,Research & Development,No,🟢 BAIXO,0.27331302
10255,55,Sales,No,🟢 BAIXO,0.27328423
43473,42,Research & Development,No,🟢 BAIXO,0.27327862
13269,41,Research & Development,No,🟢 BAIXO,0.27326655
37600,22,Research & Development,No,🟢 BAIXO,0.2732596
35419,38,Sales,No,🟢 BAIXO,0.27324528
24319,50,Sales,No,🟢 BAIXO,0.27322558
15936,38,Sales,No,🟢 BAIXO,0.27322522
34160,50,Research & Development,No,🟢 BAIXO,0.27318692
15731,58,Sales,No,🟢 BAIXO,0.27317497
34230,24,Human Resources,No,🟢 BAIXO,0.27315077
22056,55,Sales,Yes,🟢 BAIXO,0.2731466
35117,38,Research & Development,No,🟢 BAIXO,0.2731419
5967,18,Sales,No,🟢 BAIXO,0.27313727
4602,30,Sales,No,🟢 BAIXO,0.2731292
16509,24,Research & Development,No,🟢 BAIXO,0.2731156
19641,56,Sales,No,🟢 BAIXO,0.27310348
13248,20,Research & Development,No,🟢 BAIXO,0.27309856
4691,51,Research & Development,No,🟢 BAIXO,0.27309278
45979,26,Research & Development,No,🟢 BAIXO,0.2730919
46672,44,Research & Development,No,🟢 BAIXO,0.2730866
46134,46,Sales,No,🟢 BAIXO,0.27305132
38884,46,Sales,No,🟢 BAIXO,0.27304846
15670,52,Research & Development,No,🟢 BAIXO,0.27304244
48362,31,Human Resources,No,🟢 BAIXO,0.27301708
7553,22,Human Resources,No,🟢 BAIXO,0.2729827
20733,35,Research & Development,No,🟢 BAIXO,0.27295667
10691,45,Research & Development,No,🟢 BAIXO,0.2729436
2351,28,Sales,No,🟢 BAIXO,0.27293956
18878,56,Sales,No,🟢 BAIXO,0.272938
168,48,Sales,No,🟢 BAIXO,0.27291933
12818,35,Human Resources,No,🟢 BAIXO,0.27288893
7157,59,Human Resources,Yes,🟢 BAIXO,0.27285412
34015,35,Research & Development,No,🟢 BAIXO,0.27285153
41701,26,Sales,No,🟢 BAIXO,0.27284577
30596,52,Research & Development,No,🟢 BAIXO,0.27281284
12369,36,Research & Development,No,🟢 BAIXO,0.2728032
20462,41,Research & Development,No,🟢 BAIXO,0.2728013
27005,58,Research & Development,No,🟢 BAIXO,0.27278966
45719,46,Research & Development,No,🟢 BAIXO,0.2727863
21062,25,Human Resources,No,🟢 BAIXO,0.27275988
6777,32,Research & Development,No,🟢 BAIXO,0.27274624
30145,34,Sales,No,🟢 BAIXO,0.27270266
5016,44,Research & Development,No,🟢 BAIXO,0.27269053
35625,32,Sales,No,🟢 BAIXO,0.27267447
18129,58,Human Resources,No,🟢 BAIXO,0.27265197
34901,37,Research & Development,No,🟢 BAIXO,0.272612
45869,46,Research & Development,No,🟢 BAIXO,0.27258307
44596,37,Research & Development,No,🟢 BAIXO,0.27257824
2778,25,Research & Development,No,🟢 BAIXO,0.2725544
43621,19,Human Resources,Yes,🟢 BAIXO,0.27253935
40267,53,Research & Development,No,🟢 BAIXO,0.2725256
14852,32,Research & Development,No,🟢 BAIXO,0.27252397
14301,43,Human Resources,No,🟢 BAIXO,0.27252173
5596,33,Research & Development,No,🟢 BAIXO,0.2725109
44858,40,Research & Development,No,🟢 BAIXO,0.27249548
35195,46,Sales,No,🟢 BAIXO,0.27248323
11650,49,Research & Development,No,🟢 BAIXO,0.27247983
25602,49,Research & Development,No,🟢 BAIXO,0.27245298
34999,39,Research & Development,No,🟢 BAIXO,0.27240893
43902,41,Research & Development,No,🟢 BAIXO,0.27240855
37448,45,Research & Development,No,🟢 BAIXO,0.272402
13641,27,Research & Development,No,🟢 BAIXO,0.27237293
33687,46,Research & Development,No,🟢 BAIXO,0.27236292
41912,49,Research & Development,No,🟢 BAIXO,0.27235702
46736,48,Research & Development,No,🟢 BAIXO,0.27235276
33647,50,Research & Development,No,🟢 BAIXO,0.27234283
47265,48,Research & Development,No,🟢 BAIXO,0.27233285
17010,42,Research & Development,No,🟢 BAIXO,0.27233046
12024,58,Research & Development,No,🟢 BAIXO,0.27230325
30856,25,Research & Development,No,🟢 BAIXO,0.27229053
16118,31,Research & Development,No,🟢 BAIXO,0.27223054
8427,29,Sales,No,🟢 BAIXO,0.27222162
4624,20,Human Resources,No,🟢 BAIXO,0.27222008
22091,54,Research & Development,No,🟢 BAIXO,0.2722066
1575,49,Sales,No,🟢 BAIXO,0.272202
30959,49,Sales,No,🟢 BAIXO,0.27220023
29985,46,Sales,No,🟢 BAIXO,0.27219883
42940,21,Human Resources,No,🟢 BAIXO,0.27219552
10142,19,Sales,No,🟢 BAIXO,0.27217913
18796,44,Research & Development,No,🟢 BAIXO,0.27215147
1204,49,Research & Development,No,🟢 BAIXO,0.27213418
12218,39,Human Resources,No,🟢 BAIXO,0.27213216
40851,28,Research & Development,No,🟢 BAIXO,0.2721096
45992,39,Research & Development,No,🟢 BAIXO,0.27205017
25182,44,Research & Development,No,🟢 BAIXO,0.27204922
407,52,Sales,No,🟢 BAIXO,0.2720168
43170,34,Research & Development,No,🟢 BAIXO,0.27199745
10198,39,Research & Development,No,🟢 BAIXO,0.2719925
14388,38,Sales,No,🟢 BAIXO,0.271991
46058,37,Research & Development,No,🟢 BAIXO,0.27198675
25218,43,Research & Development,No,🟢 BAIXO,0.27198637
18537,31,Sales,No,🟢 BAIXO,0.27197742
22684,27,Research & Development,No,🟢 BAIXO,0.27194545
6464,58,Research & Development,No,🟢 BAIXO,0.2719454
4354,52,Sales,No,🟢 BAIXO,0.27192572
19014,34,Human Resources,No,🟢 BAIXO,0.2719106
28805,23,Research & Development,No,🟢 BAIXO,0.2719048
42381,49,Human Resources,No,🟢 BAIXO,0.2718714
7261,26,Research & Development,No,🟢 BAIXO,0.2718496
37124,30,Research & Development,No,🟢 BAIXO,0.27184555
28074,47,Sales,No,🟢 BAIXO,0.27183214
12805,40,Research & Development,No,🟢 BAIXO,0.27180475
39587,35,Research & Development,No,🟢 BAIXO,0.27179748
40035,21,Research & Development,No,🟢 BAIXO,0.27179497
8846,50,Research & Development,No,🟢 BAIXO,0.27178726
3746,48,Sales,No,🟢 BAIXO,0.2717768
41944,45,Research & Development,No,🟢 BAIXO,0.27177015
6611,33,Research & Development,No,🟢 BAIXO,0.2717672
41654,38,Sales,No,🟢 BAIXO,0.27176353
24228,48,Sales,No,🟢 BAIXO,0.27176294
15331,56,Sales,No,🟢 BAIXO,0.27175933
49406,23,Sales,No,🟢 BAIXO,0.27175555
13366,40,Human Resources,No,🟢 BAIXO,0.2717494
10463,22,Research & Development,No,🟢 BAIXO,0.27171144
32030,47,Sales,No,🟢 BAIXO,0.2717
40595,51,Human Resources,No,🟢 BAIXO,0.27168962
19998,26,Research & Development,No,🟢 BAIXO,0.27168477
14914,52,Research & Development,No,🟢 BAIXO,0.27167806
25971,54,Research & Development,No,🟢 BAIXO,0.27167746
2049,20,Research & Development,No,🟢 BAIXO,0.27164793
37085,49,Research & Development,No,🟢 BAIXO,0.27163383
43974,31,Sales,No,🟢 BAIXO,0.27163213
48998,18,Research & Development,No,🟢 BAIXO,0.27161804
15494,36,Research & Development,No,🟢 BAIXO,0.2715782
46585,27,Research & Development,No,🟢 BAIXO,0.2715661
6715,53,Sales,No,🟢 BAIXO,0.27156475
38356,19,Sales,No,🟢 BAIXO,0.27154335
384,38,Research & Development,No,🟢 BAIXO,0.27153447
7242,50,Research & Development,No,🟢 BAIXO,0.27148482
20634,18,Research & Development,No,🟢 BAIXO,0.27144542
9599,21,Research & Development,Yes,🟢 BAIXO,0.2714443
4146,57,Sales,No,🟢 BAIXO,0.27141032
27559,31,Research & Development,No,🟢 BAIXO,0.2714076
19179,48,Research & Development,No,🟢 BAIXO,0.2714001
12153,52,Research & Development,No,🟢 BAIXO,0.27139294
16158,34,Sales,No,🟢 BAIXO,0.2713618
29265,55,Research & Development,No,🟢 BAIXO,0.27133954
18816,22,Sales,No,🟢 BAIXO,0.2713237
6828,36,Research & Development,No,🟢 BAIXO,0.27130845
8849,34,Sales,No,🟢 BAIXO,0.27129474
49871,37,Research & Development,No,🟢 BAIXO,0.27126485
7743,35,Research & Development,No,🟢 BAIXO,0.27124083
23912,45,Research & Development,No,🟢 BAIXO,0.27123985
46353,42,Human Resources,No,🟢 BAIXO,0.2712029
46025,42,Research & Development,No,🟢 BAIXO,0.27117443
33269,58,Research & Development,Yes,🟢 BAIXO,0.27116367
16067,52,Research & Development,No,🟢 BAIXO,0.27116227
27608,44,Sales,No,🟢 BAIXO,0.27116084
19218,34,Sales,No,🟢 BAIXO,0.2711474
4531,43,Research & Development,No,🟢 BAIXO,0.27111802
44299,57,Research & Development,No,🟢 BAIXO,0.2710939
4782,29,Research & Development,No,🟢 BAIXO,0.27108365
12667,28,Human Resources,No,🟢 BAIXO,0.27108333
21370,26,Sales,No,🟢 BAIXO,0.27107525
14868,35,Sales,No,🟢 BAIXO,0.27106732
36259,37,Research & Development,No,🟢 BAIXO,0.27106604
36615,55,Research & Development,No,🟢 BAIXO,0.27106157
46746,51,Research & Development,No,🟢 BAIXO,0.27106044
16028,19,Human Resources,No,🟢 BAIXO,0.27105194
1249,54,Research & Development,No,🟢 BAIXO,0.2710488
5455,41,Research & Development,No,🟢 BAIXO,0.27102566
3785,30,Research & Development,No,🟢 BAIXO,0.27100515
27997,26,Human Resources,No,🟢 BAIXO,0.2710002
18062,50,Human Resources,No,🟢 BAIXO,0.2709873
49188,29,Research & Development,No,🟢 BAIXO,0.27097696
47945,45,Research & Development,No,🟢 BAIXO,0.27096817
21849,30,Sales,No,🟢 BAIXO,0.27095324
14299,43,Sales,No,🟢 BAIXO,0.27094582
38602,55,Human Resources,No,🟢 BAIXO,0.27092463
19606,39,Sales,No,🟢 BAIXO,0.27090946
43321,50,Research & Development,Yes,🟢 BAIXO,0.270906
39408,54,Human Resources,No,🟢 BAIXO,0.270903
33766,32,Research & Development,No,🟢 BAIXO,0.27089873
31530,38,Human Resources,No,🟢 BAIXO,0.2708849
33077,59,Research & Development,Yes,🟢 BAIXO,0.27087423
40134,59,Research & Development,Yes,🟢 BAIXO,0.2708664
10888,50,Research & Development,No,🟢 BAIXO,0.27086002
21537,45,Research & Development,Yes,🟢 BAIXO,0.27082953
18167,52,Research & Development,No,🟢 BAIXO,0.27082393
27485,53,Research & Development,No,🟢 BAIXO,0.2708157
41026,20,Research & Development,No,🟢 BAIXO,0.27081478
1801,57,Sales,No,🟢 BAIXO,0.270812
37212,21,Research & Development,No,🟢 BAIXO,0.27080765
43517,46,Research & Development,No,🟢 BAIXO,0.2708013
34601,59,Research & Development,No,🟢 BAIXO,0.27076358
47378,39,Human Resources,No,🟢 BAIXO,0.27075577
34433,38,Sales,No,🟢 BAIXO,0.27075297
26973,46,Research & Development,No,🟢 BAIXO,0.27074262
32300,38,Human Resources,No,🟢 BAIXO,0.27074024
17457,21,Research & Development,No,🟢 BAIXO,0.27073613
18623,34,Research & Development,No,🟢 BAIXO,0.2707307
44736,34,Sales,No,🟢 BAIXO,0.27072635
41300,54,Research & Development,No,🟢 BAIXO,0.2707218
16832,42,Sales,Yes,🟢 BAIXO,0.27071595
20033,42,Sales,No,🟢 BAIXO,0.27071002
41936,33,Research & Development,No,🟢 BAIXO,0.27070305
30393,41,Research & Development,No,🟢 BAIXO,0.2706736
33899,19,Sales,No,🟢 BAIXO,0.27066717
8723,44,Research & Development,No,🟢 BAIXO,0.27065668
16448,40,Human Resources,No,🟢 BAIXO,0.27064615
4907,46,Research & Development,No,🟢 BAIXO,0.27062097
19379,52,Sales,No,🟢 BAIXO,0.27060977
20508,54,Sales,No,🟢 BAIXO,0.2706037
14451,42,Research & Development,No,🟢 BAIXO,0.27059835
49855,23,Research & Development,No,🟢 BAIXO,0.27058342
15011,21,Sales,No,🟢 BAIXO,0.27056977
26262,35,Sales,No,🟢 BAIXO,0.27056083
16477,43,Sales,No,🟢 BAIXO,0.27055398
31189,49,Research & Development,No,🟢 BAIXO,0.2705519
33790,39,Research & Development,No,🟢 BAIXO,0.270533
27920,40,Research & Development,No,🟢 BAIXO,0.27053005
2930,40,Sales,No,🟢 BAIXO,0.2705291
46828,28,Human Resources,No,🟢 BAIXO,0.27052218
28176,22,Research & Development,No,🟢 BAIXO,0.27051944
36528,35,Research & Development,No,🟢 BAIXO,0.2705141
16205,42,Human Resources,No,🟢 BAIXO,0.27049112
13232,32,Research & Development,No,🟢 BAIXO,0.2704683
43270,55,Sales,Yes,🟢 BAIXO,0.27046147
48492,26,Research & Development,No,🟢 BAIXO,0.27045798
39335,44,Sales,No,🟢 BAIXO,0.27045786
14978,47,Research & Development,No,🟢 BAIXO,0.27044216
12089,26,Research & Development,No,🟢 BAIXO,0.2704402
46897,29,Research & Development,No,🟢 BAIXO,0.27042973
47883,52,Research & Development,No,🟢 BAIXO,0.2704196
36952,23,Sales,No,🟢 BAIXO,0.27041534
30650,31,Research & Development,No,🟢 BAIXO,0.27039832
31224,33,Sales,No,🟢 BAIXO,0.27039328
9119,48,Research & Development,No,🟢 BAIXO,0.27039266
32958,56,Research & Development,No,🟢 BAIXO,0.2703783
41748,44,Research & Development,Yes,🟢 BAIXO,0.2703746
14458,42,Sales,No,🟢 BAIXO,0.2703385
28813,43,Research & Development,No,🟢 BAIXO,0.2703323
2047,28,Research & Development,No,🟢 BAIXO,0.27029946
30549,19,Sales,No,🟢 BAIXO,0.2702788
33923,32,Sales,No,🟢 BAIXO,0.27026853
9023,29,Sales,No,🟢 BAIXO,0.2702613
1090,18,Research & Development,No,🟢 BAIXO,0.27024737
47024,43,Sales,No,🟢 BAIXO,0.27020726
12816,37,Research & Development,No,🟢 BAIXO,0.27017513
41720,41,Sales,No,🟢 BAIXO,0.27016336
48584,44,Research & Development,No,🟢 BAIXO,0.27015796
530,39,Human Resources,No,🟢 BAIXO,0.27015206
9311,41,Research & Development,No,🟢 BAIXO,0.27015087
17250,47,Research & Development,No,🟢 BAIXO,0.2701354
23021,24,Sales,No,🟢 BAIXO,0.27012926
10277,24,Research & Development,No,🟢 BAIXO,0.2701267
26162,37,Research & Development,No,🟢 BAIXO,0.27012303
8339,41,Research & Development,No,🟢 BAIXO,0.27011997
41087,49,Research & Development,No,🟢 BAIXO,0.27010745
15211,31,Research & Development,No,🟢 BAIXO,0.27009398
40482,24,Research & Development,No,🟢 BAIXO,0.27008024
8492,55,Sales,No,🟢 BAIXO,0.27007088
18533,41,Research & Development,No,🟢 BAIXO,0.27006933
42559,43,Human Resources,No,🟢 BAIXO,0.27006665
34881,34,Research & Development,No,🟢 BAIXO,0.27005807
41677,29,Research & Development,No,🟢 BAIXO,0.27001762
30544,45,Research & Development,Yes,🟢 BAIXO,0.26999882
39541,49,Research & Development,No,🟢 BAIXO,0.26998195
18194,27,Research & Development,No,🟢 BAIXO,0.26996776
