Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
37,No,Travel_Frequently,1480,Sales,1,1,Technical Degree,1,17008,2,Female,46,2,3,Healthcare Representative,3,Married,3017,5764,7,Y,Yes,12,4,2,80,1,5,1,3,5,0,6,5
30,No,Travel_Rarely,704,Sales,14,2,Life Sciences,1,17009,3,Female,99,3,2,Human Resources,3,Married,8641,12644,4,Y,No,12,4,1,80,1,6,4,2,6,5,1,3
30,No,Travel_Rarely,946,Sales,1,4,Life Sciences,1,17010,1,Male,90,3,3,Manager,1,Divorced,3867,9208,2,Y,No,14,3,2,80,1,12,4,3,10,7,2,0
34,Yes,Travel_Rarely,561,Research & Development,13,2,Medical,1,17011,4,Female,73,3,3,Manufacturing Director,4,Married,13143,9469,0,Y,Yes,18,3,3,80,0,12,2,3,5,4,0,0
46,No,Travel_Frequently,620,Research & Development,12,3,Life Sciences,1,17012,2,Male,55,4,2,Manufacturing Director,3,Divorced,12314,17672,2,Y,Yes,17,3,3,80,0,19,4,4,16,0,0,4
37,No,Travel_Rarely,1499,Research & Development,19,2,Life Sciences,1,17013,3,Male,78,2,3,Sales Representative,2,Single,6806,17345,8,Y,No,15,3,3,80,1,4,4,3,4,4,0,4
48,No,Travel_Frequently,1157,Research & Development,7,1,Medical,1,17014,4,Female,66,3,2,Healthcare Representative,4,Married,7770,16219,0,Y,No,11,3,1,80,3,0,2,2,0,0,9,0
43,No,Travel_Rarely,1499,Human Resources,6,3,Life Sciences,1,17015,1,Female,52,4,3,Research Director,3,Married,6268,5061,1,Y,No,19,3,1,80,1,16,3,2,7,4,7,0
38,No,Travel_Rarely,1447,Research & Development,5,3,Life Sciences,1,17016,4,Female,58,2,1,Healthcare Representative,3,Divorced,10521,16785,4,Y,No,19,4,4,80,1,4,3,4,0,0,0,0
31,No,Travel_Frequently,1499,Research & Development,2,4,Life Sciences,1,17017,4,Female,82,2,3,Sales Executive,3,Divorced,2447,7681,6,Y,No,11,3,4,80,2,13,3,3,4,4,0,1
47,No,Non-Travel,814,Research & Development,1,3,Other,1,17018,2,Male,37,2,1,Sales Executive,2,Single,9918,18019,3,Y,No,11,3,2,80,1,15,1,1,2,0,7,2
47,No,Travel_Rarely,1021,Research & Development,6,4,Medical,1,17019,2,Female,44,2,2,Research Scientist,1,Single,2761,12535,0,Y,No,16,4,2,80,1,13,1,3,4,4,3,1
30,No,Travel_Rarely,569,Research & Development,2,3,Medical,1,17020,2,Male,39,3,2,Manager,2,Single,7340,10444,0,Y,No,20,3,2,80,1,4,3,3,4,4,4,0
55,No,Travel_Rarely,988,Research & Development,23,3,Life Sciences,1,17021,3,Male,85,4,1,Sales Executive,2,Married,12814,15620,6,Y,No,11,4,4,80,1,11,3,3,0,0,0,0
34,Yes,Travel_Rarely,850,Research & Development,15,3,Life Sciences,1,17022,4,Male,88,2,3,Sales Executive,4,Divorced,3481,17024,1,Y,Yes,17,3,2,80,1,16,4,4,3,3,2,3
32,No,Travel_Frequently,1089,Sales,1,2,Life Sciences,1,17023,3,Male,43,3,2,Manufacturing Director,1,Divorced,9390,8591,3,Y,Yes,18,3,3,80,1,14,1,3,11,1,0,4
42,No,Travel_Rarely,1011,Research & Development,4,3,Human Resources,1,17024,3,Male,76,3,1,Laboratory Technician,3,Single,2669,15218,0,Y,Yes,17,3,3,80,1,10,4,3,9,4,1,9
33,No,Travel_Frequently,712,Sales,16,2,Medical,1,17025,1,Male,78,3,2,Manager,3,Married,3260,19584,2,Y,Yes,14,3,3,80,1,15,2,3,9,6,2,2
25,No,Travel_Rarely,1114,Research & Development,16,2,Life Sciences,1,17026,1,Male,79,3,2,Sales Executive,3,Married,5260,15620,0,Y,No,13,3,1,80,2,2,5,3,2,2,0,2
38,No,Travel_Rarely,572,Sales,17,2,Medical,1,17027,4,Female,59,2,3,Healthcare Representative,3,Married,13587,2094,8,Y,No,13,3,3,80,2,0,1,3,0,0,3,0
31,No,Travel_Rarely,915,Sales,18,5,Technical Degree,1,17028,3,Male,61,3,4,Manufacturing Director,1,Married,7448,8790,2,Y,No,16,3,3,80,1,7,2,3,0,0,0,0
42,No,Travel_Rarely,875,Sales,5,3,Marketing,1,17029,4,Male,57,3,3,Research Scientist,4,Married,12494,10203,3,Y,No,23,3,2,80,2,16,4,2,15,2,8,0
40,Yes,Travel_Rarely,366,Research & Development,8,4,Medical,1,17030,4,Female,53,3,3,Manager,3,Single,14105,16485,0,Y,No,20,3,4,80,0,12,3,4,12,3,2,6
34,No,Travel_Rarely,519,Research & Development,21,2,Medical,1,17031,3,Male,73,3,2,Sales Executive,3,Single,1009,21063,1,Y,No,21,3,4,80,1,0,1,2,0,0,6,0
34,Yes,Travel_Frequently,943,Sales,15,3,Marketing,1,17032,3,Male,58,2,4,Manufacturing Director,2,Single,4134,5954,1,Y,Yes,11,4,2,80,1,16,4,3,6,4,7,6
20,No,Travel_Rarely,873,Research & Development,1,4,Marketing,1,17033,3,Female,83,4,1,Manufacturing Director,2,Married,14076,19738,4,Y,No,18,3,2,80,0,2,4,3,2,2,5,2
46,Yes,Travel_Rarely,527,Research & Development,15,4,Life Sciences,1,17034,1,Male,85,2,1,Sales Representative,1,Divorced,4536,18212,2,Y,No,19,3,3,80,1,16,2,3,12,8,5,10
55,No,Travel_Frequently,764,Sales,1,2,Life Sciences,1,17035,3,Male,62,3,1,Healthcare Representative,2,Divorced,6965,5928,2,Y,No,19,3,3,80,2,27,2,3,8,5,1,2
49,No,Travel_Rarely,225,Research & Development,5,3,Medical,1,17036,4,Male,78,3,2,Human Resources,2,Single,1009,15415,3,Y,Yes,12,3,3,80,0,3,3,3,3,3,3,0
29,No,Travel_Rarely,1202,Research & Development,16,4,Life Sciences,1,17037,1,Female,30,2,2,Laboratory Technician,3,Married,13179,12933,7,Y,Yes,13,3,2,80,1,11,2,3,10,5,7,10
39,No,Travel_Rarely,667,Sales,3,1,Medical,1,17038,2,Male,44,3,3,Sales Executive,3,Single,9593,25311,8,Y,No,16,3,2,80,1,9,2,2,9,4,3,7
28,Yes,Non-Travel,620,Research & Development,8,4,Life Sciences,1,17039,3,Female,53,3,1,Laboratory Technician,2,Married,1685,5974,0,Y,No,23,3,2,80,1,10,3,3,0,0,0,0
34,No,Travel_Rarely,589,Human Resources,1,3,Medical,1,17040,1,Female,63,4,2,Research Scientist,4,Married,2357,26999,7,Y,Yes,14,3,4,80,1,10,3,3,10,5,5,5
27,No,Travel_Rarely,985,Research & Development,14,3,Human Resources,1,17041,3,Male,57,3,3,Sales Representative,4,Divorced,3577,15933,2,Y,No,12,3,2,80,2,9,4,4,0,0,0,0
37,No,Travel_Rarely,951,Research & Development,4,1,Life Sciences,1,17042,2,Female,91,2,2,Manager,1,Married,9580,13526,3,Y,No,19,3,4,80,0,13,3,3,9,3,3,7
60,No,Travel_Rarely,392,Research & Development,15,2,Life Sciences,1,17043,4,Male,35,2,1,Sales Representative,4,Single,5107,9128,5,Y,Yes,18,4,3,80,0,8,1,3,3,3,5,3
37,No,Travel_Rarely,1499,Sales,7,4,Life Sciences,1,17044,4,Male,76,3,2,Research Scientist,3,Single,3897,9175,0,Y,No,20,3,3,80,0,19,2,3,10,1,6,3
44,No,Travel_Rarely,392,Research & Development,5,2,Life Sciences,1,17045,4,Male,34,3,2,Research Scientist,2,Divorced,7145,18213,3,Y,Yes,15,3,2,80,2,6,3,3,6,0,2,0
32,No,Travel_Frequently,563,Research & Development,26,2,Technical Degree,1,17046,2,Male,79,4,3,Sales Representative,1,Single,1009,16135,0,Y,No,12,3,1,80,2,14,3,2,5,3,1,3
45,No,Travel_Rarely,256,Research & Development,15,2,Medical,1,17047,3,Female,55,3,4,Research Director,4,Married,1009,15722,2,Y,Yes,20,3,3,80,1,27,1,2,13,0,3,5
41,Yes,Travel_Rarely,545,Research & Development,10,2,Life Sciences,1,17048,1,Male,66,1,2,Healthcare Representative,3,Married,4559,14045,3,Y,Yes,14,3,2,80,0,15,4,2,0,0,5,0
32,No,Travel_Frequently,1049,Research & Development,9,3,Life Sciences,1,17049,1,Female,74,2,2,Research Scientist,4,Single,6108,14481,2,Y,No,20,3,3,80,1,3,3,3,3,3,3,0
44,No,Travel_Rarely,870,Research & Development,24,3,Medical,1,17050,3,Male,74,2,3,Research Director,2,Divorced,8393,18381,4,Y,Yes,18,3,3,80,0,8,4,3,8,4,2,1
34,No,Travel_Rarely,458,Research & Development,12,4,Marketing,1,17051,2,Male,68,4,3,Sales Representative,4,Married,12164,12759,3,Y,Yes,11,3,3,80,1,16,3,3,8,1,1,1
45,Yes,Travel_Rarely,841,Research & Development,6,2,Medical,1,17052,3,Male,47,4,2,Laboratory Technician,2,Married,14420,14783,2,Y,No,15,3,3,80,0,22,3,4,5,4,2,0
46,No,Travel_Frequently,1003,Research & Development,1,3,Medical,1,17053,1,Female,78,2,1,Sales Executive,4,Married,1009,9096,1,Y,No,17,3,2,80,1,9,3,3,5,5,0,5
45,No,Travel_Rarely,908,Research & Development,16,3,Marketing,1,17054,3,Male,93,2,2,Healthcare Representative,1,Divorced,6446,13313,3,Y,Yes,21,3,4,80,2,4,5,3,4,2,2,4
31,No,Travel_Rarely,497,Research & Development,20,2,Life Sciences,1,17055,3,Male,65,4,3,Research Scientist,4,Married,5406,16847,0,Y,No,18,4,3,80,0,13,2,3,0,0,7,0
49,No,Travel_Frequently,697,Sales,1,4,Technical Degree,1,17056,4,Female,91,3,1,Laboratory Technician,3,Married,8072,19804,4,Y,No,16,3,3,80,1,14,4,3,3,3,0,3
33,No,Travel_Rarely,1091,Research & Development,1,2,Life Sciences,1,17057,2,Male,45,4,2,Sales Representative,1,Married,1469,15828,6,Y,No,17,3,1,80,0,8,2,2,6,4,0,0
31,No,Travel_Frequently,1080,Sales,17,1,Life Sciences,1,17058,1,Male,70,2,1,Research Scientist,4,Married,2673,4895,0,Y,Yes,14,3,2,80,2,8,3,3,8,0,0,0
18,No,Travel_Rarely,1022,Sales,8,3,Life Sciences,1,17059,4,Female,60,3,3,Sales Executive,4,Single,3384,9740,0,Y,No,14,3,2,80,0,0,4,3,0,0,5,0
52,No,Travel_Frequently,1044,Research & Development,15,1,Medical,1,17060,1,Female,59,2,2,Sales Representative,3,Single,16553,23405,2,Y,Yes,11,3,3,80,2,11,3,4,11,5,6,6
34,No,Travel_Frequently,1034,Sales,16,2,Medical,1,17061,4,Male,62,4,2,Research Scientist,2,Divorced,9690,5319,5,Y,Yes,17,3,3,80,0,14,0,3,14,3,8,5
44,Yes,Travel_Frequently,779,Human Resources,1,2,Technical Degree,1,17062,1,Female,67,2,1,Sales Representative,2,Married,1009,2094,0,Y,No,16,3,3,80,1,17,1,3,7,7,1,7
20,No,Travel_Rarely,699,Research & Development,2,4,Marketing,1,17063,2,Male,97,2,1,Research Scientist,3,Divorced,1517,9811,0,Y,No,15,3,2,80,1,2,4,3,0,0,4,0
30,No,Travel_Rarely,620,Research & Development,1,3,Other,1,17064,3,Male,71,1,2,Research Director,2,Married,8981,19787,0,Y,No,22,3,3,80,0,12,3,3,10,8,7,3
40,Yes,Travel_Rarely,928,Research & Development,11,3,Medical,1,17065,4,Male,30,2,2,Healthcare Representative,3,Single,6304,25531,1,Y,No,13,4,3,80,0,0,1,4,0,0,4,0
23,No,Travel_Rarely,463,Research & Development,1,3,Marketing,1,17066,2,Female,75,3,1,Manufacturing Director,3,Single,8207,21400,7,Y,No,16,3,2,80,0,3,4,3,3,1,6,3
21,No,Travel_Rarely,661,Research & Development,17,5,Life Sciences,1,17067,3,Male,100,2,1,Research Scientist,4,Married,4364,21468,0,Y,Yes,11,4,4,80,0,3,3,4,3,3,5,2
31,No,Travel_Rarely,522,Research & Development,29,4,Marketing,1,17068,2,Male,58,2,4,Sales Representative,2,Divorced,6775,2104,1,Y,No,16,3,2,80,1,13,3,3,3,3,6,3
36,No,Travel_Rarely,828,Human Resources,15,2,Life Sciences,1,17069,2,Male,41,2,2,Laboratory Technician,3,Divorced,4697,13163,0,Y,Yes,24,3,2,80,0,14,5,4,8,8,3,4
30,No,Travel_Rarely,762,Sales,9,2,Medical,1,17070,3,Female,69,2,4,Sales Executive,3,Single,6558,14171,4,Y,Yes,15,3,1,80,1,11,4,2,7,0,4,0
44,No,Travel_Frequently,1063,Research & Development,8,3,Medical,1,17071,4,Female,51,3,1,Research Scientist,3,Divorced,6466,8321,1,Y,Yes,11,4,4,80,1,0,4,3,0,0,5,0
35,No,Travel_Rarely,909,Sales,3,4,Medical,1,17072,2,Male,100,2,3,Laboratory Technician,2,Single,3666,16048,6,Y,Yes,18,3,2,80,1,17,2,3,0,0,2,0
22,No,Travel_Rarely,706,Research & Development,17,3,Medical,1,17073,3,Male,72,1,3,Human Resources,3,Married,7022,13995,7,Y,Yes,15,4,4,80,1,4,4,2,0,0,0,0
25,No,Travel_Frequently,537,Research & Development,26,3,Technical Degree,1,17074,3,Female,77,2,1,Sales Executive,2,Single,6320,15253,2,Y,No,11,3,2,80,0,7,1,4,7,7,1,6
39,No,Non-Travel,287,Sales,11,4,Marketing,1,17075,2,Male,57,2,3,Laboratory Technician,2,Single,6633,14200,3,Y,No,13,4,3,80,2,7,2,3,2,0,1,2
52,No,Non-Travel,102,Research & Development,6,3,Life Sciences,1,17076,3,Male,79,2,1,Research Scientist,4,Married,1009,2094,6,Y,Yes,12,3,3,80,2,17,4,3,5,0,0,2
47,No,Travel_Rarely,687,Research & Development,16,5,Marketing,1,17077,4,Male,94,3,2,Sales Executive,4,Married,14983,18763,9,Y,No,19,3,3,80,1,13,2,3,11,7,0,1
30,No,Travel_Frequently,1090,Research & Development,2,4,Medical,1,17078,3,Male,91,3,3,Sales Executive,3,Single,6602,11959,0,Y,Yes,11,3,3,80,2,10,2,3,9,5,1,5
35,No,Travel_Rarely,443,Sales,1,3,Medical,1,17079,1,Female,78,4,2,Research Scientist,3,Single,4439,17905,0,Y,Yes,16,3,4,80,0,9,4,3,4,0,0,3
32,No,Travel_Rarely,1211,Research & Development,14,4,Life Sciences,1,17080,2,Male,77,3,3,Manager,2,Married,7597,20364,1,Y,No,24,3,4,80,0,14,2,2,1,1,4,1
25,No,Non-Travel,1146,Research & Development,10,2,Other,1,17081,3,Female,85,3,1,Manufacturing Director,3,Married,1009,13630,5,Y,No,15,3,3,80,0,7,4,3,7,7,0,0
48,No,Travel_Rarely,1405,Research & Development,13,2,Medical,1,17082,1,Male,90,3,3,Sales Executive,3,Married,1644,10928,0,Y,Yes,15,3,2,80,1,6,5,2,6,6,3,6
28,No,Travel_Rarely,405,Research & Development,21,3,Marketing,1,17083,2,Male,44,2,1,Human Resources,4,Married,2563,16093,2,Y,No,14,3,1,80,1,10,3,4,6,2,2,0
44,No,Travel_Rarely,761,Research & Development,11,3,Life Sciences,1,17084,3,Male,69,3,2,Research Director,4,Married,1265,11457,2,Y,No,19,3,3,80,0,21,3,4,11,7,3,9
31,No,Travel_Frequently,478,Research & Development,12,4,Medical,1,17085,3,Male,55,3,1,Sales Executive,2,Single,7991,7675,4,Y,No,12,3,3,80,1,0,2,2,0,0,0,0
32,No,Travel_Rarely,1499,Research & Development,6,2,Life Sciences,1,17086,2,Male,58,1,3,Laboratory Technician,4,Divorced,12194,14542,3,Y,No,15,3,2,80,0,12,1,3,0,0,0,0
32,Yes,Travel_Rarely,753,Research & Development,15,2,Life Sciences,1,17087,4,Male,100,3,2,Sales Executive,4,Married,6813,18295,0,Y,No,13,4,3,80,1,10,5,3,7,0,0,3
60,No,Travel_Rarely,819,Research & Development,20,2,Life Sciences,1,17088,2,Male,91,2,1,Sales Executive,4,Married,3764,21517,0,Y,Yes,11,3,4,80,0,24,3,3,8,8,4,4
42,No,Travel_Rarely,325,Research & Development,17,2,Medical,1,17089,2,Female,70,3,4,Laboratory Technician,2,Married,5576,13497,3,Y,No,18,3,3,80,1,11,2,4,11,8,0,6
44,No,Travel_Rarely,544,Research & Development,2,4,Life Sciences,1,17090,3,Male,66,4,2,Research Scientist,3,Single,8025,16495,0,Y,Yes,12,3,1,80,1,8,5,3,1,1,4,1
38,No,Travel_Rarely,1112,Sales,18,2,Life Sciences,1,17091,3,Male,67,3,1,Manufacturing Director,3,Married,1009,20202,3,Y,No,20,3,3,80,0,4,2,3,4,3,3,2
32,No,Travel_Rarely,1135,Research & Development,7,3,Life Sciences,1,17092,2,Female,87,4,2,Research Scientist,1,Single,12196,11304,7,Y,Yes,13,4,1,80,2,14,3,3,14,7,2,1
36,No,Travel_Rarely,1128,Research & Development,13,1,Technical Degree,1,17093,3,Female,39,3,3,Sales Executive,4,Divorced,1009,21406,5,Y,No,11,3,1,80,2,8,3,2,8,5,1,0
42,Yes,Travel_Rarely,186,Research & Development,1,3,Life Sciences,1,17094,4,Female,100,2,1,Sales Executive,2,Married,7063,12586,1,Y,Yes,12,3,3,80,0,16,1,2,3,3,6,3
32,No,Travel_Rarely,189,Research & Development,19,3,Technical Degree,1,17095,2,Female,59,3,1,Manufacturing Director,2,Divorced,1491,8041,5,Y,Yes,18,4,1,80,0,13,2,2,8,1,2,3
39,No,Non-Travel,1036,Research & Development,6,3,Life Sciences,1,17096,4,Female,40,3,1,Research Director,3,Divorced,5202,12138,1,Y,No,11,3,3,80,1,21,1,2,13,1,0,6
49,No,Travel_Rarely,1016,Research & Development,12,3,Medical,1,17097,2,Male,57,3,1,Laboratory Technician,2,Single,6468,16269,0,Y,No,19,3,4,80,1,11,2,3,11,3,11,3
33,No,Travel_Rarely,188,Research & Development,11,2,Other,1,17098,1,Female,100,3,1,Laboratory Technician,4,Divorced,12350,10366,7,Y,No,11,3,4,80,0,15,2,2,11,7,3,0
37,Yes,Travel_Rarely,356,Research & Development,22,3,Life Sciences,1,17099,3,Male,69,3,1,Laboratory Technician,3,Married,1100,12736,4,Y,Yes,14,3,2,80,0,8,2,3,3,0,0,2
19,No,Non-Travel,1064,Research & Development,16,1,Medical,1,17100,1,Female,53,2,1,Human Resources,1,Single,11067,10718,3,Y,No,17,3,3,80,1,1,3,3,1,1,0,1
33,No,Travel_Rarely,302,Research & Development,7,4,Life Sciences,1,17101,3,Female,63,2,3,Healthcare Representative,3,Married,1009,10924,6,Y,No,21,3,3,80,1,4,3,2,4,3,2,4
33,Yes,Non-Travel,603,Research & Development,2,4,Medical,1,17102,4,Male,30,4,1,Manufacturing Director,2,Married,1126,18223,0,Y,No,11,3,1,80,0,15,3,3,3,3,2,2
34,No,Travel_Rarely,875,Sales,12,3,Life Sciences,1,17103,1,Male,59,3,2,Research Director,3,Single,8376,17315,0,Y,No,17,3,2,80,1,1,5,3,1,1,11,1
28,No,Travel_Frequently,470,Research & Development,10,5,Medical,1,17104,4,Male,40,3,3,Sales Executive,3,Divorced,12805,21368,3,Y,No,20,3,3,80,0,10,4,4,10,0,1,6
26,No,Travel_Rarely,875,Research & Development,4,1,Life Sciences,1,17105,1,Female,81,3,4,Laboratory Technician,2,Married,11094,15997,0,Y,Yes,17,3,2,80,1,0,3,3,0,0,0,0
57,Yes,Travel_Rarely,565,Research & Development,14,3,Life Sciences,1,17106,3,Male,100,3,3,Laboratory Technician,2,Single,13673,5194,6,Y,Yes,11,4,2,80,0,17,1,1,11,0,0,1
20,No,Travel_Rarely,776,Research & Development,11,3,Medical,1,17107,2,Male,30,3,2,Laboratory Technician,4,Married,2101,20600,0,Y,No,13,4,2,80,0,0,2,3,0,0,0,0
44,No,Travel_Rarely,1499,Sales,7,3,Medical,1,17108,2,Male,30,3,4,Sales Executive,3,Single,5367,14218,2,Y,No,16,3,4,80,1,0,2,2,0,0,1,0
42,No,Travel_Rarely,303,Sales,1,4,Life Sciences,1,17109,4,Female,100,3,3,Research Scientist,4,Single,1009,21022,5,Y,No,15,3,2,80,0,17,1,4,9,5,5,6
38,Yes,Travel_Frequently,1276,Research & Development,11,5,Life Sciences,1,17110,3,Female,61,3,1,Research Director,2,Single,4862,17360,1,Y,No,12,3,3,80,0,18,3,3,5,3,4,5
38,Yes,Travel_Rarely,1090,Human Resources,9,3,Medical,1,17111,3,Female,74,1,2,Laboratory Technician,2,Married,5731,13434,3,Y,No,20,3,3,80,1,20,4,3,5,0,0,4
48,Yes,Travel_Rarely,1474,Sales,16,2,Life Sciences,1,17112,3,Female,70,4,3,Laboratory Technician,1,Divorced,12557,14973,1,Y,No,21,3,2,80,2,0,2,3,0,0,5,0
44,Yes,Travel_Rarely,923,Research & Development,4,3,Life Sciences,1,17113,2,Male,87,3,1,Laboratory Technician,4,Divorced,4143,5728,4,Y,No,15,3,3,80,1,5,3,1,1,1,0,1
35,No,Travel_Frequently,802,Research & Development,5,2,Medical,1,17114,3,Female,96,3,3,Research Scientist,2,Single,8995,16991,0,Y,No,15,3,3,80,1,9,2,3,9,5,4,0
42,No,Travel_Rarely,1006,Research & Development,24,2,Life Sciences,1,17115,2,Female,100,2,2,Research Scientist,3,Married,9773,7380,0,Y,No,12,3,1,80,2,9,1,2,3,3,1,3
37,No,Non-Travel,1122,Research & Development,13,3,Medical,1,17116,4,Male,100,3,1,Manufacturing Director,4,Married,8267,11554,1,Y,No,21,3,2,80,2,9,5,2,9,0,1,9
41,No,Travel_Rarely,945,Research & Development,19,1,Medical,1,17117,2,Female,92,3,2,Sales Executive,3,Divorced,10386,4783,4,Y,Yes,22,3,4,80,3,13,4,2,8,0,5,4
31,No,Travel_Rarely,1499,Sales,1,5,Medical,1,17118,1,Male,50,2,1,Sales Executive,2,Divorced,2449,13516,1,Y,Yes,15,3,4,80,0,13,6,2,9,6,2,5
36,No,Travel_Rarely,1281,Research & Development,9,2,Medical,1,17119,2,Male,55,4,2,Sales Executive,2,Married,5906,2686,2,Y,No,16,3,3,80,0,5,5,3,5,5,5,5
41,No,Travel_Rarely,1000,Research & Development,1,2,Other,1,17120,3,Female,88,3,1,Research Scientist,3,Single,6250,11155,6,Y,Yes,16,3,3,80,1,5,1,4,5,5,4,5
25,No,Travel_Rarely,788,Research & Development,16,3,Medical,1,17121,3,Male,57,3,1,Research Scientist,4,Single,16454,12436,2,Y,Yes,18,3,2,80,3,2,4,3,2,1,2,2
30,No,Travel_Rarely,1338,Research & Development,2,2,Marketing,1,17122,4,Male,100,3,1,Research Scientist,3,Married,1009,6655,1,Y,No,17,3,3,80,0,12,2,3,6,6,0,1
40,No,Travel_Frequently,817,Research & Development,4,3,Medical,1,17123,3,Male,47,3,3,Manager,2,Single,1009,4416,4,Y,No,11,3,3,80,0,10,3,2,7,6,0,7
36,No,Travel_Rarely,741,Research & Development,8,3,Marketing,1,17124,3,Male,36,3,3,Healthcare Representative,4,Married,2538,16961,2,Y,Yes,22,3,4,80,0,15,3,3,8,0,3,5
29,No,Travel_Rarely,1092,Research & Development,11,3,Medical,1,17125,1,Male,97,3,4,Laboratory Technician,1,Married,2549,14903,5,Y,No,15,3,4,80,1,11,5,2,3,3,4,3
34,No,Travel_Rarely,530,Research & Development,10,3,Medical,1,17126,2,Male,79,3,3,Laboratory Technician,4,Single,14150,6591,3,Y,No,16,3,3,80,1,6,4,2,6,0,2,4
40,No,Travel_Rarely,385,Research & Development,14,3,Life Sciences,1,17127,4,Male,58,4,2,Sales Executive,2,Married,4407,2094,0,Y,No,13,4,3,80,0,15,1,3,1,1,6,1
52,No,Travel_Rarely,1050,Research & Development,1,3,Life Sciences,1,17128,4,Female,73,2,2,Healthcare Representative,4,Married,7409,22342,6,Y,No,14,4,2,80,0,24,2,3,12,9,4,3
29,No,Travel_Frequently,1111,Research & Development,22,3,Medical,1,17129,1,Female,71,3,4,Manufacturing Director,2,Single,1968,7809,2,Y,No,11,3,1,80,1,8,2,2,8,4,5,8
33,No,Travel_Rarely,549,Research & Development,11,3,Life Sciences,1,17130,4,Female,70,4,2,Sales Executive,2,Married,10066,3046,4,Y,No,11,3,3,80,0,8,3,3,4,4,5,4
36,Yes,Travel_Rarely,1160,Sales,6,2,Marketing,1,17131,4,Female,51,3,2,Research Director,2,Married,1009,25984,5,Y,No,16,3,4,80,1,0,2,4,0,0,1,0
18,No,Travel_Rarely,655,Research & Development,1,2,Marketing,1,17132,3,Male,47,3,1,Sales Executive,4,Single,5527,16651,5,Y,Yes,14,3,2,80,0,0,1,3,0,0,2,0
45,Yes,Travel_Rarely,678,Research & Development,15,3,Other,1,17133,2,Male,68,4,3,Sales Executive,2,Divorced,8518,22701,2,Y,No,14,3,3,80,0,27,4,4,4,4,2,4
45,No,Travel_Rarely,1115,Research & Development,10,3,Life Sciences,1,17134,4,Male,75,3,1,Research Director,4,Married,2757,12567,2,Y,No,12,3,4,80,1,10,3,2,10,0,4,10
25,No,Travel_Rarely,579,Sales,9,2,Life Sciences,1,17135,3,Female,71,4,4,Manager,3,Married,11137,14909,6,Y,No,11,3,2,80,1,7,2,1,7,7,5,4
34,No,Non-Travel,843,Sales,14,1,Medical,1,17136,4,Male,71,3,4,Research Director,3,Divorced,8911,2094,5,Y,No,12,3,3,80,0,16,3,2,11,9,0,0
33,Yes,Travel_Rarely,102,Research & Development,16,1,Medical,1,17137,4,Male,59,3,1,Research Scientist,2,Married,8194,11446,3,Y,No,17,3,2,80,1,0,5,3,0,0,0,0
41,No,Non-Travel,840,Sales,13,2,Life Sciences,1,17138,2,Male,64,3,3,Healthcare Representative,3,Single,8006,19693,6,Y,No,13,3,3,80,3,4,3,2,0,0,1,0
36,No,Travel_Frequently,552,Sales,22,2,Medical,1,17139,4,Male,100,3,2,Healthcare Representative,3,Married,2862,16371,0,Y,Yes,17,3,2,80,1,18,4,2,0,0,3,0
27,No,Travel_Rarely,1007,Research & Development,6,2,Medical,1,17140,2,Male,55,3,2,Research Scientist,2,Married,6889,3922,0,Y,No,20,3,4,80,2,9,4,3,0,0,5,0
38,Yes,Travel_Rarely,726,Research & Development,10,4,Medical,1,17141,2,Male,100,2,2,Manufacturing Director,4,Married,7190,7231,2,Y,Yes,18,3,4,80,2,5,2,2,1,1,2,1
23,No,Travel_Rarely,333,Research & Development,21,4,Medical,1,17142,3,Female,53,4,2,Research Scientist,1,Divorced,1195,17863,1,Y,No,18,3,2,80,1,2,1,3,2,2,5,2
40,No,Travel_Frequently,1499,Research & Development,5,5,Technical Degree,1,17143,3,Female,55,4,2,Sales Representative,3,Divorced,19557,4193,0,Y,Yes,17,3,4,80,2,14,4,4,0,0,0,0
39,No,Travel_Rarely,166,Research & Development,7,2,Marketing,1,17144,4,Male,36,3,1,Research Scientist,3,Married,1382,26999,6,Y,No,15,3,1,80,1,7,5,3,7,1,1,3
40,No,Travel_Rarely,772,Research & Development,5,2,Marketing,1,17145,3,Female,30,3,2,Laboratory Technician,2,Divorced,8600,13268,1,Y,No,14,4,4,80,0,12,2,3,8,1,0,6
43,No,Travel_Frequently,873,Sales,19,3,Other,1,17146,1,Female,100,2,1,Healthcare Representative,2,Divorced,4367,13514,6,Y,Yes,24,3,1,80,0,18,4,2,17,6,3,7
38,No,Travel_Rarely,1125,Research & Development,3,4,Marketing,1,17147,2,Male,63,4,2,Manufacturing Director,1,Married,4331,10375,0,Y,No,18,3,2,80,1,19,4,3,7,0,0,6
40,No,Travel_Rarely,850,Research & Development,1,5,Other,1,17148,4,Male,53,3,2,Research Scientist,3,Divorced,6345,14511,3,Y,Yes,19,3,3,80,1,11,4,2,6,6,4,6
