Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
46,No,Travel_Frequently,1088,Research & Development,5,4,Life Sciences,1,3189,3,Male,92,3,2,Research Director,3,Married,2482,4787,7,Y,No,15,3,1,80,1,16,4,2,10,8,7,6
29,No,Non-Travel,142,Human Resources,22,4,Life Sciences,1,3190,3,Male,82,3,1,Laboratory Technician,2,Married,7735,16313,3,Y,No,18,4,4,80,0,9,4,3,9,4,6,0
27,No,Travel_Frequently,428,Sales,10,3,Life Sciences,1,3191,4,Female,70,2,1,Manufacturing Director,3,Divorced,11233,14481,1,Y,No,18,3,1,80,1,8,1,2,3,0,3,2
35,No,Travel_Rarely,1499,Research & Development,16,2,Medical,1,3192,4,Male,60,2,3,Research Scientist,4,Married,9373,17768,6,Y,Yes,18,3,3,80,2,17,3,1,5,4,0,2
42,No,Travel_Frequently,1499,Human Resources,7,2,Life Sciences,1,3193,1,Female,35,2,2,Research Scientist,3,Divorced,3366,6080,4,Y,No,16,4,3,80,1,6,4,3,2,2,5,2
43,No,Travel_Rarely,1212,Research & Development,1,4,Other,1,3194,1,Male,88,3,2,Research Director,3,Married,1009,3252,1,Y,No,16,3,3,80,0,6,2,1,2,2,0,0
22,Yes,Travel_Rarely,824,Research & Development,3,3,Life Sciences,1,3195,3,Male,51,2,2,Research Director,3,Married,18080,13555,0,Y,Yes,17,3,1,80,1,4,2,2,2,2,7,2
36,No,Travel_Rarely,200,Research & Development,17,3,Medical,1,3196,4,Male,56,4,3,Research Director,3,Divorced,9025,14627,4,Y,No,16,3,2,80,0,0,2,3,0,0,1,0
46,No,Travel_Rarely,949,Research & Development,19,4,Other,1,3197,4,Male,57,3,1,Manufacturing Director,3,Single,4469,22449,6,Y,No,12,3,1,80,0,17,1,4,0,0,0,0
37,No,Travel_Frequently,690,Research & Development,13,4,Medical,1,3198,4,Female,71,4,3,Manufacturing Director,3,Married,7862,11995,6,Y,No,11,3,4,80,0,19,2,3,12,3,1,3
46,No,Travel_Rarely,830,Human Resources,12,4,Life Sciences,1,3199,2,Female,60,2,1,Research Scientist,3,Married,13402,25453,3,Y,Yes,14,3,2,80,1,0,4,3,0,0,0,0
18,No,Travel_Rarely,720,Human Resources,5,1,Technical Degree,1,3200,3,Male,51,3,1,Research Director,2,Single,8585,22384,0,Y,No,11,3,3,80,1,0,2,4,0,0,2,0
41,No,Travel_Frequently,474,Research & Development,1,3,Medical,1,3201,3,Male,71,4,2,Research Scientist,1,Married,11372,8132,0,Y,No,15,3,4,80,2,1,3,4,1,1,3,1
38,No,Travel_Frequently,506,Research & Development,22,5,Medical,1,3202,1,Male,69,1,2,Sales Executive,2,Divorced,5299,11191,6,Y,Yes,12,3,3,80,1,8,0,2,5,3,0,3
42,No,Travel_Rarely,442,Sales,14,4,Life Sciences,1,3203,1,Male,50,3,2,Laboratory Technician,3,Married,13470,13994,5,Y,No,13,3,3,80,0,16,3,4,16,5,0,3
37,No,Travel_Rarely,484,Research & Development,14,4,Life Sciences,1,3204,1,Female,64,3,1,Sales Executive,4,Single,7242,18118,0,Y,No,11,3,1,80,2,16,3,3,2,0,3,2
39,No,Travel_Rarely,834,Sales,9,1,Medical,1,3205,4,Male,61,2,4,Laboratory Technician,3,Divorced,6615,8427,4,Y,No,18,3,4,80,2,14,3,2,0,0,6,0
40,No,Travel_Rarely,854,Sales,1,3,Life Sciences,1,3206,2,Male,95,2,4,Healthcare Representative,3,Married,4842,16401,3,Y,No,18,3,4,80,1,11,3,3,3,3,5,3
31,No,Travel_Rarely,102,Research & Development,4,2,Technical Degree,1,3207,3,Female,45,2,3,Healthcare Representative,3,Divorced,8045,22322,7,Y,Yes,23,3,3,80,1,2,2,3,0,0,6,0
35,Yes,Travel_Rarely,823,Research & Development,8,4,Life Sciences,1,3208,1,Female,81,2,4,Sales Executive,3,Single,3223,18602,1,Y,No,14,3,3,80,2,17,2,2,4,4,5,2
35,No,Non-Travel,486,Research & Development,1,2,Medical,1,3209,2,Female,76,2,1,Sales Executive,1,Divorced,11618,5816,2,Y,Yes,22,3,1,80,0,17,4,2,11,7,0,4
41,Yes,Travel_Rarely,493,Research & Development,18,4,Medical,1,3210,4,Male,30,3,2,Manufacturing Director,1,Married,2725,13682,6,Y,Yes,21,3,2,80,1,9,2,2,9,4,3,2
35,No,Travel_Frequently,1016,Sales,15,3,Medical,1,3211,1,Male,76,3,3,Sales Executive,3,Divorced,16030,26999,3,Y,No,13,3,3,80,1,0,3,1,0,0,6,0
34,Yes,Travel_Frequently,544,Research & Development,4,3,Marketing,1,3212,2,Male,62,3,3,Research Scientist,2,Married,4944,11600,0,Y,No,20,3,3,80,2,16,6,2,0,0,2,0
41,No,Travel_Rarely,803,Research & Development,17,4,Life Sciences,1,3213,1,Male,78,3,3,Sales Representative,4,Single,6931,9092,2,Y,No,21,3,4,80,2,9,2,3,9,0,2,3
48,No,Travel_Rarely,1288,Human Resources,7,2,Medical,1,3214,3,Male,30,3,3,Research Scientist,2,Single,8947,13916,3,Y,Yes,23,3,1,80,3,8,2,3,8,5,6,7
39,No,Travel_Rarely,686,Research & Development,8,4,Marketing,1,3215,3,Male,42,2,1,Laboratory Technician,3,Married,10357,15526,3,Y,No,17,3,2,80,1,19,4,2,17,2,0,7
48,No,Travel_Rarely,652,Research & Development,1,2,Life Sciences,1,3216,3,Female,56,2,3,Sales Executive,2,Married,4393,15395,3,Y,No,13,4,1,80,0,11,4,3,11,3,4,6
33,Yes,Travel_Rarely,895,Research & Development,3,3,Other,1,3217,3,Male,83,2,2,Research Scientist,4,Divorced,10934,15782,1,Y,No,19,3,3,80,0,1,2,2,1,0,3,1
35,Yes,Travel_Rarely,1059,Research & Development,1,2,Medical,1,3218,3,Male,51,2,2,Research Scientist,3,Single,3543,22798,6,Y,No,14,3,3,80,1,12,3,4,0,0,2,0
32,No,Travel_Rarely,1201,Research & Development,8,2,Life Sciences,1,3219,1,Male,44,4,2,Research Scientist,1,Married,1009,19483,5,Y,No,18,3,3,80,1,8,3,2,4,4,0,3
44,Yes,Non-Travel,492,Research & Development,3,3,Technical Degree,1,3220,4,Female,84,2,3,Laboratory Technician,4,Single,5954,11193,5,Y,No,18,3,2,80,1,4,0,4,0,0,2,0
36,No,Travel_Rarely,217,Research & Development,7,3,Life Sciences,1,3221,3,Male,81,4,1,Manager,1,Single,3770,13794,3,Y,No,12,3,4,80,1,14,3,2,8,3,5,8
23,Yes,Travel_Rarely,527,Sales,21,4,Medical,1,3222,2,Male,58,2,4,Sales Executive,2,Married,10007,26999,4,Y,No,14,3,2,80,1,4,1,2,4,1,4,3
44,No,Travel_Rarely,1352,Sales,1,2,Medical,1,3223,1,Male,39,3,2,Human Resources,3,Married,11476,19557,7,Y,Yes,14,3,2,80,1,13,1,3,6,3,2,6
48,No,Travel_Frequently,561,Research & Development,5,2,Medical,1,3224,2,Female,98,2,2,Healthcare Representative,4,Divorced,6292,8222,5,Y,No,17,3,4,80,2,7,3,3,7,4,0,0
54,No,Travel_Rarely,241,Research & Development,4,4,Life Sciences,1,3225,2,Female,48,3,4,Healthcare Representative,3,Single,2788,21218,2,Y,No,18,3,1,80,1,7,3,3,7,2,0,7
29,No,Travel_Rarely,1032,Research & Development,5,2,Life Sciences,1,3226,4,Female,42,4,2,Manager,3,Single,3013,12891,1,Y,Yes,16,3,1,80,2,11,2,3,11,9,6,5
24,No,Travel_Rarely,567,Research & Development,1,2,Life Sciences,1,3227,2,Male,47,3,1,Sales Executive,3,Married,5477,7636,3,Y,No,18,3,3,80,0,6,3,3,0,0,3,0
30,No,Non-Travel,662,Research & Development,1,3,Marketing,1,3228,3,Female,30,4,1,Sales Executive,4,Single,6688,3699,7,Y,No,11,3,3,80,1,2,2,1,1,1,0,1
47,Yes,Travel_Rarely,157,Research & Development,1,2,Life Sciences,1,3229,3,Male,70,4,2,Laboratory Technician,2,Divorced,15567,26999,2,Y,Yes,11,3,3,80,0,15,1,3,6,6,0,6
47,No,Non-Travel,313,Sales,7,5,Other,1,3230,3,Male,82,2,2,Healthcare Representative,1,Single,1009,24332,4,Y,Yes,12,3,3,80,1,12,4,3,12,4,2,7
29,No,Travel_Rarely,1366,Research & Development,10,3,Medical,1,3231,2,Female,51,3,3,Research Scientist,4,Divorced,5685,7382,4,Y,No,11,3,3,80,2,11,1,3,11,1,2,6
45,No,Travel_Rarely,192,Research & Development,16,3,Other,1,3232,3,Male,55,3,3,Sales Executive,4,Married,7492,12076,0,Y,No,13,3,4,80,0,9,0,3,9,0,0,0
44,No,Travel_Rarely,737,Sales,1,3,Medical,1,3233,3,Male,46,4,1,Sales Executive,1,Divorced,5225,10431,4,Y,No,16,3,4,80,2,0,0,3,0,0,0,0
49,Yes,Travel_Rarely,723,Human Resources,1,4,Life Sciences,1,3234,3,Male,100,1,1,Research Scientist,3,Single,7094,2094,4,Y,Yes,12,3,2,80,2,21,3,3,1,1,0,1
47,No,Travel_Rarely,505,Sales,9,2,Marketing,1,3235,4,Female,45,4,1,Healthcare Representative,3,Single,10837,20391,2,Y,Yes,15,3,3,80,0,1,5,3,1,0,6,1
28,No,Travel_Rarely,260,Research & Development,10,4,Medical,1,3236,2,Male,49,2,2,Research Scientist,4,Single,5744,13239,6,Y,Yes,18,3,3,80,0,10,6,3,0,0,0,0
30,No,Travel_Frequently,102,Research & Development,1,2,Life Sciences,1,3237,2,Male,66,2,3,Healthcare Representative,2,Married,3057,19773,7,Y,Yes,21,3,1,80,1,12,3,3,7,6,4,7
46,Yes,Non-Travel,540,Research & Development,18,4,Life Sciences,1,3238,4,Male,100,3,4,Manufacturing Director,2,Married,14696,16070,4,Y,No,11,3,4,80,1,21,5,2,2,1,0,2
60,Yes,Travel_Rarely,790,Research & Development,22,4,Medical,1,3239,2,Male,55,3,2,Laboratory Technician,4,Married,5733,18747,1,Y,No,13,3,2,80,1,9,2,2,1,1,5,1
28,Yes,Travel_Rarely,675,Research & Development,11,2,Medical,1,3240,2,Male,62,3,2,Human Resources,2,Married,5434,26999,0,Y,Yes,14,3,2,80,2,10,1,2,10,5,5,4
43,No,Travel_Rarely,515,Sales,1,3,Medical,1,3241,1,Female,50,2,2,Research Scientist,2,Divorced,1441,20867,7,Y,No,12,3,1,80,0,12,4,2,12,3,2,12
27,No,Travel_Rarely,244,Sales,5,2,Medical,1,3242,2,Female,76,2,3,Research Scientist,2,Divorced,3879,4072,0,Y,Yes,11,3,1,80,0,3,3,2,3,3,4,3
39,No,Travel_Frequently,609,Research & Development,9,4,Technical Degree,1,3243,1,Male,30,3,1,Laboratory Technician,2,Married,1009,15795,3,Y,No,18,4,2,80,3,1,2,4,1,1,1,1
39,No,Travel_Frequently,636,Research & Development,9,4,Life Sciences,1,3244,4,Female,68,3,2,Research Scientist,3,Single,7695,7134,0,Y,No,19,3,1,80,0,16,3,2,7,5,5,3
45,No,Travel_Rarely,1029,Research & Development,21,2,Life Sciences,1,3245,1,Male,45,2,2,Manufacturing Director,4,Married,10628,25278,1,Y,No,12,4,4,80,0,27,4,4,4,4,0,4
32,No,Travel_Rarely,919,Research & Development,16,2,Life Sciences,1,3246,2,Female,44,3,3,Sales Executive,2,Single,7843,9523,5,Y,No,11,3,3,80,1,14,2,4,3,2,0,2
39,No,Travel_Rarely,808,Research & Development,9,3,Life Sciences,1,3247,2,Male,94,4,3,Sales Executive,2,Single,2572,11583,1,Y,Yes,18,3,2,80,1,14,2,3,14,7,2,2
33,No,Travel_Rarely,1037,Research & Development,11,3,Medical,1,3248,4,Female,50,4,3,Sales Executive,3,Divorced,13054,13081,6,Y,No,11,3,1,80,0,15,3,3,13,4,1,8
30,No,Travel_Rarely,678,Research & Development,9,5,Medical,1,3249,1,Male,48,3,1,Laboratory Technician,1,Single,6092,12329,8,Y,No,11,3,1,80,1,12,6,3,0,0,8,0
32,Yes,Travel_Rarely,681,Research & Development,11,4,Life Sciences,1,3250,2,Male,97,3,2,Research Scientist,1,Married,2215,19411,6,Y,Yes,12,3,4,80,0,11,0,1,6,6,0,0
18,No,Travel_Rarely,371,Research & Development,8,2,Medical,1,3251,2,Male,45,3,1,Research Scientist,2,Married,8764,19091,0,Y,Yes,20,3,4,80,1,0,2,2,0,0,3,0
28,No,Travel_Rarely,1152,Research & Development,14,2,Life Sciences,1,3252,4,Male,55,2,2,Sales Executive,3,Divorced,2475,17598,7,Y,No,15,3,3,80,2,10,3,3,10,8,1,0
24,No,Non-Travel,201,Research & Development,4,1,Life Sciences,1,3253,1,Female,69,2,3,Sales Executive,2,Married,7730,2094,0,Y,No,18,4,3,80,0,6,4,2,6,6,3,0
49,No,Travel_Rarely,1431,Research & Development,4,3,Medical,1,3254,3,Male,90,2,2,Research Scientist,4,Single,4256,15352,5,Y,Yes,16,4,3,80,0,2,3,4,0,0,5,0
48,No,Travel_Rarely,520,Research & Development,14,1,Life Sciences,1,3255,1,Male,65,3,2,Manufacturing Director,3,Divorced,8641,8801,4,Y,No,20,3,3,80,2,13,4,3,8,0,0,1
38,No,Travel_Rarely,926,Research & Development,1,2,Other,1,3256,2,Male,82,2,3,Laboratory Technician,3,Single,8375,19372,5,Y,No,16,3,3,80,0,6,4,3,6,1,5,0
36,No,Non-Travel,1281,Sales,10,2,Medical,1,3257,4,Female,92,2,1,Research Scientist,4,Married,7007,12434,7,Y,No,14,3,2,80,2,0,2,3,0,0,2,0
42,No,Travel_Rarely,1342,Research & Development,19,3,Medical,1,3258,4,Female,73,3,1,Sales Representative,2,Married,3671,19484,3,Y,Yes,13,3,3,80,3,10,3,4,4,4,3,4
38,No,Travel_Frequently,677,Research & Development,22,5,Medical,1,3259,2,Female,47,3,3,Laboratory Technician,2,Married,1009,17901,2,Y,Yes,17,3,2,80,2,0,1,4,0,0,2,0
32,No,Non-Travel,744,Research & Development,1,4,Technical Degree,1,3260,3,Female,44,3,3,Sales Executive,2,Single,10856,5674,3,Y,No,11,3,4,80,1,14,2,3,8,5,0,8
25,Yes,Travel_Frequently,1403,Research & Development,1,4,Technical Degree,1,3261,2,Male,69,3,2,Sales Representative,3,Married,1514,4025,0,Y,No,13,3,3,80,0,7,3,2,4,2,1,2
36,No,Travel_Rarely,985,Sales,8,3,Medical,1,3262,3,Male,44,3,2,Research Scientist,2,Married,8868,14906,0,Y,Yes,18,3,1,80,0,16,1,3,2,2,5,2
27,No,Non-Travel,1013,Research & Development,8,3,Medical,1,3263,4,Male,46,2,2,Sales Executive,3,Married,3089,23983,0,Y,No,13,3,2,80,0,8,5,3,8,3,2,4
40,No,Travel_Rarely,268,Sales,1,4,Life Sciences,1,3264,1,Male,39,3,3,Sales Executive,4,Single,4721,2094,3,Y,Yes,21,3,3,80,0,8,3,3,3,3,2,3
39,No,Travel_Rarely,633,Sales,27,3,Technical Degree,1,3265,2,Female,57,3,1,Research Director,2,Divorced,2618,3415,2,Y,Yes,16,3,3,80,2,10,3,3,8,1,2,2
31,No,Travel_Rarely,653,Research & Development,1,2,Life Sciences,1,3266,2,Male,73,3,3,Laboratory Technician,4,Married,10214,19461,0,Y,Yes,12,3,3,80,2,11,2,2,11,4,7,5
29,No,Travel_Rarely,383,Human Resources,7,3,Medical,1,3267,4,Female,58,2,2,Manufacturing Director,3,Married,3532,14551,3,Y,No,13,3,4,80,1,8,2,1,8,2,0,8
50,No,Travel_Rarely,886,Sales,25,4,Life Sciences,1,3268,2,Male,49,2,1,Sales Executive,1,Married,8307,5017,1,Y,No,16,3,2,80,1,3,2,3,3,3,5,0
33,No,Travel_Frequently,731,Research & Development,7,2,Medical,1,3269,2,Female,81,2,1,Research Scientist,3,Single,15405,14274,2,Y,Yes,16,4,4,80,1,14,4,4,14,3,2,1
53,No,Travel_Frequently,537,Research & Development,17,2,Life Sciences,1,3270,2,Female,58,3,1,Sales Executive,4,Married,1009,2094,5,Y,No,18,3,4,80,2,5,2,3,5,0,5,5
29,No,Travel_Rarely,1177,Research & Development,7,4,Medical,1,3271,1,Female,80,2,2,Laboratory Technician,2,Single,16188,25844,4,Y,No,17,3,1,80,1,9,1,2,6,6,2,6
25,Yes,Travel_Rarely,429,Sales,16,3,Marketing,1,3272,1,Female,80,4,2,Sales Representative,3,Single,8844,24723,0,Y,No,23,3,1,80,0,7,3,3,0,0,1,0
33,No,Travel_Rarely,995,Sales,2,3,Life Sciences,1,3273,1,Female,82,2,1,Sales Executive,3,Married,11749,5947,1,Y,No,16,3,3,80,2,0,2,2,0,0,5,0
40,No,Travel_Rarely,408,Sales,10,3,Life Sciences,1,3274,1,Female,70,2,3,Sales Executive,2,Single,9118,10077,3,Y,No,19,3,4,80,1,0,0,3,0,0,5,0
46,No,Travel_Rarely,593,Research & Development,13,4,Life Sciences,1,3275,2,Male,67,3,3,Healthcare Representative,4,Divorced,6299,13260,6,Y,No,24,3,2,80,1,28,2,3,7,4,10,4
32,No,Travel_Rarely,1151,Research & Development,19,1,Medical,1,3276,4,Male,72,1,2,Manager,4,Divorced,10655,9896,3,Y,No,11,3,2,80,2,14,1,4,8,7,3,8
45,No,Travel_Rarely,102,Sales,9,2,Medical,1,3277,2,Male,58,3,2,Sales Executive,2,Single,7656,15999,0,Y,Yes,24,3,3,80,0,0,1,4,0,0,3,0
37,No,Travel_Rarely,640,Research & Development,8,3,Medical,1,3278,3,Female,53,3,1,Manufacturing Director,3,Married,5058,3374,0,Y,Yes,13,3,4,80,0,15,2,2,8,7,0,7
26,No,Travel_Rarely,954,Research & Development,16,3,Marketing,1,3279,4,Male,91,2,2,Research Scientist,3,Married,7097,26999,3,Y,Yes,11,3,2,80,0,7,2,2,1,1,0,1
35,No,Travel_Rarely,1095,Research & Development,11,3,Medical,1,3280,2,Male,53,2,1,Sales Executive,4,Divorced,7737,15895,5,Y,No,11,3,4,80,1,4,2,4,0,0,0,0
45,Yes,Travel_Rarely,1110,Research & Development,2,2,Life Sciences,1,3281,2,Male,56,3,1,Sales Executive,3,Married,4632,17513,2,Y,No,12,4,4,80,1,5,4,4,2,2,3,2
24,No,Travel_Rarely,285,Research & Development,15,3,Medical,1,3282,4,Male,88,3,2,Laboratory Technician,1,Single,11462,26305,8,Y,Yes,18,3,4,80,1,6,3,3,6,0,2,6
30,No,Travel_Rarely,780,Research & Development,23,4,Medical,1,3283,2,Female,99,3,3,Research Scientist,2,Married,1023,20946,1,Y,No,19,3,3,80,1,8,4,3,8,4,4,6
25,Yes,Travel_Rarely,1187,Sales,5,3,Life Sciences,1,3284,3,Female,41,3,1,Laboratory Technician,4,Married,7897,18852,5,Y,Yes,19,3,4,80,1,2,2,3,2,0,4,2
37,No,Travel_Rarely,902,Sales,1,1,Technical Degree,1,3285,2,Male,59,3,2,Sales Executive,4,Divorced,2946,10035,0,Y,No,21,3,1,80,0,8,2,2,8,8,6,3
39,No,Travel_Rarely,1319,Sales,9,2,Medical,1,3286,1,Male,59,2,2,Research Scientist,1,Married,4273,2097,3,Y,No,13,3,4,80,2,4,4,4,4,4,0,4
42,No,Travel_Frequently,1198,Sales,3,4,Technical Degree,1,3287,2,Male,65,3,2,Sales Executive,1,Married,5682,14379,2,Y,No,16,3,2,80,1,11,5,3,2,2,0,1
23,No,Travel_Frequently,595,Research & Development,6,3,Marketing,1,3288,4,Male,89,3,2,Sales Executive,3,Single,12629,24490,3,Y,Yes,18,3,3,80,0,5,1,2,1,0,0,1
51,No,Travel_Rarely,1255,Sales,10,4,Life Sciences,1,3289,3,Male,48,4,2,Healthcare Representative,3,Married,4100,10278,5,Y,No,12,3,2,80,2,9,2,4,5,5,1,3
32,Yes,Travel_Rarely,598,Sales,24,4,Life Sciences,1,3290,4,Female,43,2,1,Research Director,2,Single,1009,8955,2,Y,No,13,3,2,80,2,14,4,4,7,0,0,3
27,No,Travel_Rarely,1233,Sales,21,2,Medical,1,3291,3,Female,60,3,2,Research Scientist,2,Married,6576,23009,0,Y,Yes,16,3,2,80,0,9,2,4,8,3,1,3
41,No,Travel_Rarely,917,Sales,17,3,Life Sciences,1,3292,1,Male,66,4,1,Manufacturing Director,4,Single,5030,15216,3,Y,No,16,3,4,80,1,5,5,2,5,5,6,0
30,No,Non-Travel,371,Research & Development,2,2,Life Sciences,1,3293,2,Female,78,3,2,Laboratory Technician,2,Single,1009,14188,4,Y,Yes,11,3,3,80,1,9,1,4,8,8,1,5
25,No,Travel_Rarely,1499,Sales,26,1,Life Sciences,1,3294,2,Female,91,2,2,Human Resources,3,Married,1009,8967,2,Y,Yes,15,3,3,80,2,7,4,3,7,3,2,6
49,No,Travel_Rarely,368,Sales,16,2,Life Sciences,1,3295,1,Female,58,3,1,Healthcare Representative,3,Divorced,8920,16822,2,Y,No,17,3,3,80,1,31,2,3,9,9,5,3
34,No,Travel_Rarely,1219,Sales,20,2,Technical Degree,1,3296,3,Female,85,3,3,Healthcare Representative,3,Single,2340,18753,5,Y,No,11,3,2,80,1,2,4,3,2,2,2,2
27,No,Travel_Rarely,1090,Research & Development,15,3,Life Sciences,1,3297,2,Male,47,3,2,Healthcare Representative,4,Single,5365,2094,3,Y,No,11,4,3,80,1,9,1,3,6,5,3,4
55,No,Travel_Rarely,655,Sales,11,2,Medical,1,3298,3,Female,78,1,3,Research Scientist,1,Divorced,12936,26999,4,Y,No,13,3,2,80,1,11,3,2,8,0,0,0
42,No,Travel_Rarely,103,Sales,24,2,Medical,1,3299,1,Male,37,2,1,Research Scientist,2,Single,9040,21633,1,Y,Yes,22,3,1,80,0,15,3,3,7,5,0,6
41,No,Non-Travel,801,Research & Development,7,3,Other,1,3300,3,Female,67,4,1,Human Resources,3,Single,3905,21409,5,Y,No,19,3,4,80,1,21,3,3,18,6,2,2
38,No,Travel_Rarely,657,Human Resources,4,2,Medical,1,3301,3,Female,90,3,2,Sales Executive,2,Married,7541,14107,2,Y,Yes,11,3,2,80,0,9,3,2,7,7,0,0
32,No,Travel_Frequently,102,Sales,5,3,Life Sciences,1,3302,4,Male,84,2,1,Manufacturing Director,3,Divorced,10371,9340,6,Y,No,20,4,1,80,1,14,5,4,14,5,4,6
49,Yes,Non-Travel,882,Research & Development,23,2,Life Sciences,1,3303,1,Male,77,4,1,Sales Executive,1,Single,8533,11648,0,Y,No,21,4,2,80,0,12,1,4,3,3,0,3
27,No,Travel_Rarely,425,Research & Development,1,2,Life Sciences,1,3304,4,Female,87,3,2,Manager,2,Single,4408,8387,4,Y,Yes,24,3,4,80,1,9,3,3,5,5,0,5
35,No,Non-Travel,824,Research & Development,9,4,Medical,1,3305,2,Female,83,2,2,Healthcare Representative,3,Married,1009,25254,0,Y,Yes,19,4,4,80,1,9,3,3,9,0,0,9
30,No,Travel_Rarely,828,Research & Development,17,1,Life Sciences,1,3306,4,Female,100,2,1,Sales Executive,2,Married,11293,23911,4,Y,No,17,3,4,80,0,0,2,3,0,0,0,0
34,Yes,Travel_Rarely,619,Research & Development,1,2,Life Sciences,1,3307,2,Male,94,3,3,Laboratory Technician,3,Single,6950,26999,3,Y,Yes,13,3,3,80,1,7,4,2,7,5,2,2
33,No,Travel_Rarely,102,Human Resources,7,1,Life Sciences,1,3308,3,Male,69,3,2,Sales Executive,2,Married,3572,7340,4,Y,Yes,16,4,4,80,1,12,2,2,0,0,0,0
24,No,Non-Travel,554,Research & Development,4,3,Medical,1,3309,3,Female,42,4,2,Human Resources,4,Married,1009,10244,2,Y,No,22,3,2,80,0,3,1,4,3,3,4,3
31,No,Travel_Rarely,946,Sales,5,3,Life Sciences,1,3310,3,Male,92,2,1,Manufacturing Director,2,Divorced,6434,11516,3,Y,Yes,11,3,4,80,0,9,2,2,8,0,5,6
27,No,Travel_Rarely,1272,Research & Development,16,3,Life Sciences,1,3311,4,Male,81,3,1,Research Scientist,4,Single,8519,16825,1,Y,No,11,3,2,80,1,3,4,1,3,3,7,0
29,No,Non-Travel,1204,Research & Development,12,4,Life Sciences,1,3312,2,Female,40,2,4,Sales Executive,3,Married,10658,22632,5,Y,Yes,13,4,3,80,2,8,2,3,8,1,7,2
33,No,Travel_Rarely,1322,Research & Development,19,3,Life Sciences,1,3313,3,Female,35,3,2,Sales Executive,2,Married,9137,17241,2,Y,No,21,3,1,80,0,2,4,3,2,0,1,0
47,Yes,Travel_Rarely,634,Research & Development,21,2,Life Sciences,1,3314,3,Male,100,2,2,Sales Executive,2,Divorced,5247,8636,4,Y,No,16,3,1,80,1,2,2,2,2,2,1,2
31,No,Travel_Rarely,961,Sales,7,1,Medical,1,3315,3,Male,93,2,1,Research Scientist,3,Single,4838,20559,0,Y,No,13,4,4,80,1,13,2,2,7,7,2,6
28,No,Travel_Rarely,808,Sales,21,3,Other,1,3316,2,Male,49,2,1,Sales Representative,4,Married,14600,18283,0,Y,No,20,3,4,80,1,1,3,2,1,1,5,1
28,No,Travel_Rarely,550,Research & Development,1,4,Other,1,3317,1,Female,30,2,3,Laboratory Technician,3,Divorced,12189,18307,0,Y,No,19,3,4,80,0,9,3,4,9,9,2,0
37,No,Travel_Rarely,291,Sales,11,2,Life Sciences,1,3318,2,Female,72,2,4,Laboratory Technician,2,Divorced,8207,6454,1,Y,No,17,4,4,80,0,4,4,3,4,2,4,4
49,No,Travel_Rarely,768,Sales,7,3,Medical,1,3319,4,Female,60,2,2,Laboratory Technician,2,Single,13399,14863,4,Y,No,18,3,2,80,0,13,4,3,6,4,3,6
31,No,Travel_Rarely,888,Research & Development,16,1,Life Sciences,1,3320,3,Male,30,3,1,Healthcare Representative,3,Married,2894,18166,1,Y,Yes,22,3,1,80,1,13,4,2,13,0,2,2
38,No,Travel_Rarely,665,Sales,23,5,Life Sciences,1,3321,4,Male,89,3,2,Sales Executive,4,Single,14004,8988,0,Y,No,13,3,4,80,1,20,1,3,8,6,0,8
23,No,Travel_Rarely,112,Research & Development,1,4,Medical,1,3322,2,Female,93,2,1,Sales Executive,1,Divorced,8959,7917,7,Y,No,12,3,2,80,1,5,2,3,5,2,0,5
33,No,Non-Travel,562,Human Resources,12,2,Life Sciences,1,3323,3,Female,50,2,2,Laboratory Technician,1,Single,10261,22420,5,Y,No,19,3,3,80,0,14,2,2,0,0,0,0
31,Yes,Travel_Rarely,1340,Research & Development,13,3,Life Sciences,1,3324,4,Female,76,3,3,Research Scientist,3,Married,6301,22633,4,Y,No,15,3,3,80,2,13,5,2,7,6,0,7
25,No,Travel_Rarely,305,Sales,22,3,Life Sciences,1,3325,2,Female,71,3,3,Manufacturing Director,2,Divorced,11074,12192,3,Y,Yes,20,4,4,80,1,7,2,4,4,4,0,4
50,No,Travel_Rarely,1136,Research & Development,9,3,Medical,1,3326,4,Female,82,3,1,Laboratory Technician,1,Single,10320,7828,3,Y,No,18,3,3,80,0,20,3,3,15,0,2,4
32,No,Travel_Rarely,1077,Research & Development,10,2,Life Sciences,1,3327,3,Female,95,2,3,Healthcare Representative,3,Single,8010,6756,1,Y,No,11,3,4,80,2,2,3,3,2,2,2,2
48,No,Travel_Frequently,876,Research & Development,10,3,Life Sciences,1,3328,2,Male,88,3,2,Research Scientist,4,Divorced,1009,13463,7,Y,No,15,4,4,80,0,16,5,1,16,0,5,1
35,No,Travel_Rarely,723,Research & Development,16,3,Marketing,1,3329,1,Male,87,3,1,Laboratory Technician,2,Divorced,9721,25284,6,Y,No,13,3,1,80,0,6,6,3,0,0,6,0
